SV_TAXONOMY	TAXONOMY_NAME	RG_REFERENCE	RG_NAME	SV_REFERENCE	SV_NAME	SV_DESCRIPTION	SL_REFERENCE	LC_REFERENCE	PHONE_NUMBER	WEBSITE	EMAIL_ADDRESS	WHEELCHAIR_ACCESSIBLE	LANGUAGE	HOURS	STREET_NUMBER	STREET_NAME	STREET_TYPE	STREET_DIRECTION	CITY	PROVINCE	POSTAL_CODE	LATITUDE	LONGITUDE	811_LINK
LN-9300	Walk In Clinics	RG056892	Mile Zero Dr. Harry Neveling Family Practice and Walk-in Clinic	SV063018	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday, Sunday and statutory holiday hours also available.  Includes a family medical practice.	SL074843	LC058224	2507821103			Y	English	Mon - Fri, 9 a.m. - 8 p.m.; Sat 10 a.m. - 5 p.m.; Sun 10 a.m. - 4 p.m . Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	10200	8th	Street		Dawson Creek	BC	V1G 3P8	 55.757051	-120.222749	http://find.healthlinkbc.ca/search.aspx?d=SL074843
LN-9300	Walk In Clinics	RG056914	West Coast Urgent Care Clinic	SV063111	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice.	SL075466	LC052231	7784211219			N	English	Hours vary. Please call for more information.	3949	Maple	Way		Port Alberni	BC	V9Y 0B2	 49.263571	-124.792035	http://find.healthlinkbc.ca/search.aspx?d=SL075466
LN-9300	Walk In Clinics	RG057050	Matters of Health Medical Clinic	SV063238	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday hours are available.	SL075877	LC060024	6045584633		info@mattersofhealth.ca	Y	English	Mon - Fri, 10 a.m. - 6 p.m.; Sat, 10 a.m. - 5 p.m.; Closed Sun and holidays.	5591	West Boulevard			Vancouver	BC	V6M 3W6	 49.235586	-123.155556	http://find.healthlinkbc.ca/search.aspx?d=SL075877
LN-9300	Walk In Clinics	RG057095	South Vancouver Medical Clinic	SV063283	Walk-in Clinic	Provides non-emergency health care services on a walk-in basis. Evening hours offered Monday - Friday.	SL075949	LC057402	6043230077			N	English, Spanish, Chinese	Mon - Fri, 10 a.m. - 9 p.m.; Sat, Sun, 11 a.m. - 5 p.m. Hours are subject to change. Please call to confirm.	350	Marine	Drive	SE	Vancouver	BC	V5X 2S5	 49.210671	-123.100212	http://find.healthlinkbc.ca/search.aspx?d=SL075949
LN-9300	Walk In Clinics	RG057125	Jabbour Medical Health Centre	SV063315	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday and Thursday.	SL076083	LC060170	6045580123		infodrjabbour@gmail.com	Y	English, Arabic, Spanish, Polish	Tue, Wed, Fri, 9 a.m. - 6 p.m.; Mon, Thu, 9 a.m. - 8:30 p.m.	212	Robson	Street		Vancouver	BC	V6B 6A1	 49.278333	-123.115169	http://find.healthlinkbc.ca/search.aspx?d=SL076083
LN-9300	Walk In Clinics	RG057148	Willowbrook Medical Clinic	SV063339	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis, or by appointment. Evening clinic hours offered Monday - Friday. Saturday and Sunday hours are also available. Please call regarding statutory holiday hours.	SL076140	LC055863	6045301333			N	English	Mon - Fri, 9 a.m. - 9 p.m.; Sat, Sun, 10 a.m. - 4 p.m.; Please call to confirm statutory holiday hours. Note that hours are subject to physician availability and patient volume.	19653	Willowbrook	Drive		Langley	BC	V2Y 1A5	 49.115513	-122.678664	http://find.healthlinkbc.ca/search.aspx?d=SL076140
LN-9300	Walk In Clinics	RG057312	Esquimalt Medical Clinic	SV063523	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice. Saturday hours also available.	SL076611	LC059904	7782654305	http://esquimaltmedicalclinic.com/	office@EsquimaltMedicalClinic.com	Y	English	Mon, 1 p.m. - 5 p.m.; Wed, 9 a.m. - 5 p.m.; Thu, 1 p.m. - 5 p.m.; Sat, 9 a.m. - 5 p.m.; Please note that hours are subject to physician availability and patient volume. Clinics may stop accepting patients prior to the listed closing time.	1153	Esquimalt	Road		Victoria	BC	V9A 3N7	 48.429952	-123.409936	http://find.healthlinkbc.ca/search.aspx?d=SL076611
LN-9300	Walk In Clinics	RG057352	Vital Health	SV063567	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis.	SL076696	LC060521	6045584825	http://vitalhealthmedical.com/	admin@vitalhealthmedical.com	N	English	Walk-in hours: Mon - Fri, 9 a.m. - 4 p.m.; Pre-booked appointments: Mon - Fri, 3 p.m. - 7 p.m.	1855	4th	Avenue	W	Vancouver	BC	V6J 1M5	 49.268173	-123.146961	http://find.healthlinkbc.ca/search.aspx?d=SL076696
LN-9300	Walk In Clinics	RG057354	Foremed Clinic	SV063573	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis; no appointment is necessary.	SL076732	LC060526	6045222206			Y	English	Office hours Mon - Fri, 8 a.m. - 5 p.m.; Doctor hours vary, please call ahead to confirm availability.	420	Columbia	Street		New Westminster	BC	V3L 1B1	 49.204289	-122.905839	http://find.healthlinkbc.ca/search.aspx?d=SL076732
LN-9300	Walk In Clinics	RG057455	Fraser Heights Medical Centre	SV055401	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday and Tuesday. Weekend hours also available.	SL061973	LC058620	6045828820	http://www.findabcdoctor.ca/clinic3.html		N	English, Hindi, Punjabi, Urdu	Mon, 9 a.m. - 9 p.m.; Tue, 8 p.m. - 9 p.m.; Wed - Fri, 8 a.m. - 3 p.m.; Sat, 9 a.m. - 5 p.m.; Sun, 10 a.m. - 5 p.m. Closing hours subject to change or check the website for doctors' schedules.	15966	108th	Avenue		Surrey	BC	V4N 5V6	 49.198787	-122.781325	http://find.healthlinkbc.ca/search.aspx?d=SL061973
LN-9300	Walk In Clinics	RG057457	Ladner Centre Medical	SV055443	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday through Friday. Saturday hours also available. Also includes a family medical practice.	SL063459	LC060479	6049400917			Y	English	Walk-In hours vary from day to day. Please call ahead to obtain hours for the week.	5132	Ladner Trunk	Road		Delta	BC	V4K 1W3	 49.090239	-123.081298	http://find.healthlinkbc.ca/search.aspx?d=SL063459
LN-9300	Walk In Clinics	RG057475	Nordel Crossing Medical Clinic	SV055607	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday and Sunday clinic hours offered.	SL062165	LC054179	6045430888	http://www.findabcdoctor.ca/clinic5.html		Y	English and Hindi.	Mon - Fri, 7:30 a.m. - 5 p.m.; Sat - Sun, 9 a.m. - 6 p.m.; closing times may vary depending on patient volume; phones are answered after 9 a.m. Also check the website for doctors' schedules.	12080	Nordel	Way		Surrey	BC	V3W 1P6	 49.161942	-122.887176	http://find.healthlinkbc.ca/search.aspx?d=SL062165
LN-9300	Walk In Clinics	RG057476	West Oaks Medical Centre	SV056354	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Tuesday. Saturday and Sunday hours also available. Includes a family medical practice.	SL062045	LC054410	6045579938	http://www.findabcdoctor.ca/clinic6.html		Y	English	Mon, 9 a.m. - 7 p.m.; Tue, 9 a.m. - 6 p.m.; Wed - Fri, 9 a.m. - 5 p.m.; Sat - Sun, 10 a.m. - 4 p.m. Hours are subject to physician availability and patient volume. Also, check the website for doctors' schedules.	32700	South Fraser	Way		Abbotsford	BC	V2T 4M5	 49.051131	-122.317578	http://find.healthlinkbc.ca/search.aspx?d=SL062045
LN-9300	Walk In Clinics	RG057477	Cedar Hills Medical Clinic	SV056394	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered every day of the week.	SL063458	LC004932	6045843531	http://www.findabcdoctor.ca/clinic1.html		N	English, Tagalog, Bicol, Filipino	Mon - Fri, 8 a.m - 9 p.m.; Sat, Sun, 9 a.m. - 9 p.m. Please note that hours are subject to physician availability and patient volume. Please call to confirm or check the website for doctors' schedules.	12860	96	Avenue		Surrey	BC	V3V 6A8	 49.177157	-122.866255	http://find.healthlinkbc.ca/search.aspx?d=SL063458
LN-9300	Walk In Clinics	RG057478	12th Avenue Medical Centre	SV058228	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours also available.	SL067074	LC055753	6049431148	http://www.findabcdoctor.ca/clinic7.html		Y		Walk-in clinic hours: Mon - Fri, 9 a.m. - noon; 1 p.m. - 4 p.m.; Sat - Sun, 9 a.m. - 1 p.m.; Clinic hours may change due to physician availability and patient flow, please phone or check the website to confirm clinic's schedule.	5365	12	Avenue		Delta	BC	V4M 2B2	 49.024708	-123.074992	http://find.healthlinkbc.ca/search.aspx?d=SL067074
LN-9300	Walk In Clinics	RG057479	Evergreen Medical Centre	SV062190	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Saturday and Sunday hours available.	SL072792	LC058621	6045888181	http://www.findabcdoctor.ca/clinic8.html		N	English	Mon - Fri, 8 a.m. - 5 p.m. Please note that hours are subject to physician availability and patient volume. Also check the website for doctors' schedules.	8960	152nd	Street		Surrey	BC	V3R 4E4	 49.165793	-122.801301	http://find.healthlinkbc.ca/search.aspx?d=SL072792
LN-9300	Walk In Clinics	RG057480	Morgan Creek Clinic	SV055231	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Thursday. Saturday and statutory holiday hours also available.	SL061709	LC053879	6045425990	http://www.hilltopmedical.ca/index.php/morgan-creek-clinic		Y	English, Cantonese, Korean, Greek, French, Spanish.	Mon - Thu, 9 a.m. - 9 p.m.; Fri, Sat and statutory holidays, 9 a.m. - 5 p.m.; Closed Sundays.	15252	32nd	Avenue		Surrey	BC	V3S 0R7	 49.060094	-122.799217	http://find.healthlinkbc.ca/search.aspx?d=SL061709
LN-9300	Walk In Clinics	RG057481	Hilltop Medical Clinic	SV055449	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Evening clinic hours offered Monday - Friday. Saturday hours also available.	SL061907	LC054015	6045315575	http://www.hilltopmedical.ca/index.php/hilltop-medical-clinic		N	English	Mon - Thu, 9 a.m. - 8 p.m.; Fri, 9 a.m. - 6 p.m.; Sat, 9 a.m. - 1 p.m.; Statutory holidays varies; Closed Sunday. Clinic hours may vary due to patient volume and physicians' availability, please phone to confirm.	15321	16	Avenue		Surrey	BC	V4A 1R6	 49.031121	-122.798056	http://find.healthlinkbc.ca/search.aspx?d=SL061907
LN-9300	Walk In Clinics	RG057515	Guildford Medical Clinic	SV062010	Walk-In Clinic	Provides non-emergency health care services on a walk-in basis. Includes a family practice.	SL072544	LC058476	6045828985		med01@telus.net	N		Mon - Fri, 9 am - 6 p.m. Sat, Sun, 9 a.m. - 1 p.m. Please call to check for doctor availability.	8291	Ackroyd	Road		Richmond	BC	V6X 3K5	 49.172051	-123.133093	http://find.healthlinkbc.ca/search.aspx?d=SL072544

